# maturity time: 2.000000
# model size: 4
# number of dates: 104
# spot: 100.000000 100.000000 100.000000 100.000000 
# dividend rate: 0.000000 0.000000 0.000000 0.000000 
# correlation: 0.300000
# volatility: 0.200000 0.200000 0.200000 0.200000 
100.000000 100.000000 100.000000 100.000000 
100.723905 105.361884 101.449222 106.742977 
103.587804 107.462532 103.007800 102.537007 
106.833486 110.278533 103.214946 105.762593 
109.493966 110.654791 104.945095 107.002864 
110.878292 113.548778 109.490873 109.097607 
111.273479 117.517460 111.058439 110.110258 
111.213438 115.376077 109.194162 109.422873 
108.619282 111.523274 102.568888 102.353217 
106.081386 109.940208 102.435622 106.953682 
104.167428 114.042126 105.565175 105.656839 
105.592123 108.971248 102.603709 107.142796 
110.176811 111.555602 102.761735 109.480984 
110.903540 113.596797 102.902717 109.094509 
105.169662 108.847616 103.613533 106.766164 
100.149619 109.860584 103.558546 104.046709 
101.152415 109.896159 106.837408 107.850580 
98.596100 110.361043 104.934351 109.213289 
102.011505 111.413245 104.964328 107.573344 
102.255318 112.629730 106.416757 112.221475 
102.107709 115.013686 107.886672 112.888383 
103.802800 117.914208 110.354603 109.767788 
101.865367 115.143313 107.592368 106.489265 
100.473141 117.376433 109.977965 104.701915 
101.061038 108.852740 113.332459 109.397289 
101.450213 113.504250 115.850038 109.178467 
102.100345 112.940258 120.756074 106.707361 
103.417185 113.700332 123.905783 105.023128 
104.449093 116.975197 123.144102 102.525487 
101.822673 120.672197 118.175545 98.372162 
100.155484 121.030904 117.861971 94.204261 
98.386112 118.916603 122.325755 97.622294 
102.677674 118.812567 125.013764 100.909802 
101.126741 113.125594 121.614586 99.913566 
96.813768 116.721022 124.562438 99.134253 
94.604267 110.914689 118.820078 97.066673 
93.860446 111.971875 118.886186 97.577309 
96.800307 108.442750 121.719247 97.161736 
102.829416 109.739485 123.998172 95.668244 
107.753989 103.821757 120.147872 93.523523 
107.615074 105.915477 123.745243 96.308845 
110.434062 104.758182 122.832080 100.470437 
109.931452 106.113936 123.273371 99.635944 
111.959034 107.240444 126.095213 106.115947 
109.738571 108.137046 122.781365 100.511458 
110.058217 105.844270 122.548319 105.126946 
109.656784 103.417090 121.466443 102.078779 
105.001109 103.931745 117.866472 97.892991 
109.795203 104.517116 118.360447 99.844928 
111.899097 102.042442 112.406971 103.196612 
110.513485 103.592737 116.282446 102.603110 
110.216631 106.149033 119.776711 104.114811 
105.383713 108.109775 118.314946 98.950408 
104.057411 105.101732 121.240327 97.211101 
106.309961 102.798306 120.681578 99.643492 
109.539153 105.511942 129.500004 103.052094 
112.474796 105.999125 132.171312 105.360360 
115.696190 103.431175 134.171641 109.661784 
115.303445 103.765555 130.392200 107.451578 
117.908135 104.679925 134.044342 111.271498 
117.970605 106.454311 135.479923 110.361947 
119.061181 103.441841 133.717313 112.167296 
120.736149 99.893286 138.844199 118.099013 
124.802668 100.007272 136.178390 117.326773 
125.549848 97.436687 133.497906 118.157163 
121.881227 97.726457 130.201846 124.120802 
118.791528 92.526571 133.052153 120.731144 
125.509890 88.036084 131.715420 121.832192 
129.626298 89.616306 133.225886 120.340145 
130.229046 89.784643 130.420815 115.750490 
131.146315 93.511683 137.026911 121.666508 
135.133617 96.431500 137.015308 121.323109 
128.364328 97.247763 133.958710 125.462300 
126.074479 93.752698 136.537868 124.593272 
125.339289 103.846660 147.071506 123.787452 
129.535429 106.093006 152.352530 123.542774 
130.288237 105.428920 155.704972 122.508423 
133.420094 108.135781 159.284793 126.052183 
136.885032 108.754821 160.533090 126.956103 
130.076202 106.399736 159.380062 120.099569 
134.872681 103.518460 159.669832 119.026015 
135.631717 105.606275 167.245230 121.696672 
132.482000 100.676628 164.422532 121.834396 
135.398671 104.711361 169.622222 121.677007 
136.216155 105.975455 166.336667 124.108287 
135.306025 103.830894 170.009953 128.940664 
138.741257 104.740990 168.870554 127.677978 
131.528289 99.917370 166.641922 126.605948 
136.729558 99.758769 165.682435 127.833516 
144.763204 97.889936 165.487675 127.939371 
146.388869 96.993277 162.602810 125.378028 
148.567240 94.771680 157.928864 123.161501 
149.011873 94.822902 164.198878 120.905150 
145.828621 93.565979 164.925875 119.115003 
149.629403 94.246783 166.982585 118.911931 
152.690105 97.937982 162.579478 119.029076 
148.275755 97.361659 152.424887 115.421971 
149.330754 100.240765 149.082841 120.681378 
144.115307 98.975444 145.433284 118.827965 
142.494412 102.272650 149.236796 120.778843 
141.760242 100.079489 150.294554 121.112944 
143.890285 100.596833 150.957721 122.113897 
144.685307 101.543725 148.638238 123.552999 
141.830120 103.569276 147.004451 122.012322 
145.641107 105.310032 148.695477 119.077793 
