1215.38	965.75	4870.73	21760.2	1680.67	2688.74	674.78	668.82	225.17	5827.98	108.02	154.13	657.3	103.18	4307.29	3862.34	281.54	6769.75	24295.89	4431.66	1021.74	448.29	2224.68	1545.99	1272.41
1336.918	1062.325	5357.803	23936.22	1848.737	2957.614	742.258	769.143	247.687	6410.778	118.822	163.3778	723.03	113.498	4738.019	4171.3272	309.694	7446.725	30369.863	4874.826	1123.914	470.7045	2447.148	1700.589	1399.651
1361.2256	1062.325	5650.0468	24371.424	1848.737	2957.614	715.2668	655.4436	247.687	5536.581	118.822	143.3409	723.03	94.9256	4738.019	4248.574	337.848	7446.725	31584.657	5982.741	1103.4792	479.6703	3225.786	1700.589	1399.651
1361.2256	1062.325	5357.803	24371.424	1848.737	2957.614	910.953	735.702	247.687	6702.177	118.822	169.543	690.165	113.498	4738.019	3978.2102	309.694	6837.4475	26725.479	4520.2932	1123.914	493.119	2447.148	1870.6479	1399.651
1324.7642	1062.325	5357.803	22848.21	1848.737	2769.4022	742.258	769.143	247.687	7051.8558	118.822	161.8365	723.03	110.4026	4738.019	4171.3272	309.694	7446.725	26482.52	4874.826	1123.914	515.5335	2447.148	1700.589	1425.0992
1203.2262	859.5175	5114.2665	20019.384	1680.67	2688.74	674.78	668.82	222.9183	5827.98	87.4962	154.13	657.3	79.4486	4307.29	3514.7294	278.7246	6769.75	24295.89	4431.66	1021.74	448.29	2224.68	1545.99	890.687
947.9964	956.0925	4334.9497	22848.21	1546.2164	2688.74	674.78	501.615	213.9115	5769.7002	96.1378	141.7996	657.3	77.385	3359.6862	3282.989	281.54	6702.0525	24295.89	4431.66	1021.74	448.29	2224.68	1159.4925	1272.41
789.997	627.7375	4822.0227	19366.578	1764.7035	2473.6408	674.78	702.261	157.619	3788.187	113.421	137.1757	703.311	98.021	3230.4675	4287.1974	281.54	6769.75	24052.931	4431.66	1021.74	448.29	1779.744	1545.99	1272.41
1033.073	946.435	4627.1935	21542.598	1495.7963	2823.177	674.78	655.4436	213.9115	4370.985	113.421	152.5887	584.997	101.1164	4178.0713	2896.755	275.9092	6769.75	24295.89	4387.3434	1021.74	439.3242	2224.68	1592.3697	1272.41
1276.149	1014.0375	3799.1694	22848.21	1663.8633	2823.177	708.519	615.3144	184.6394	4720.6638	75.614	151.0474	703.311	106.2754	4479.5816	2742.2614	301.2478	6972.8425	24295.89	4431.66	1062.6096	448.29	2224.68	1638.7494	1272.41
1312.6104	1052.6675	5601.3395	23718.618	1680.67	3092.051	728.7624	702.261	207.1564	4953.783	96.1378	115.5975	486.402	102.1482	3833.4881	3321.6124	295.617	7175.935	19922.63	4210.077	1021.74	443.8071	2224.68	1777.8885	1272.41
899.3812	888.49	3604.3402	23065.812	1865.5437	2903.8392	775.997	729.0138	252.1904	6294.2184	113.421	161.8365	624.435	71.1942	4608.8003	3437.4826	304.0632	7243.6325	26968.438	4431.66	1021.74	448.29	2424.9012	1669.6692	1272.41
1458.456	956.0925	5601.3395	18496.17	2285.7112	2231.6542	978.431	662.1318	303.9795	6119.379	110.1804	121.7627	821.625	82.544	5599.477	4673.4314	250.5706	7785.2125	26239.561	4919.1426	1215.8706	560.3625	2803.0968	1777.8885	1641.4089
# Resultats sur le fichier Excel casMedian1.xlsx
