1215.38	965.75	4870.73	21760.2	1680.67	2688.74	674.78	668.82	225.17	5827.98	108.02	154.13	657.3	103.18	4307.29	3862.34	281.54	6769.75	24295.89	4431.66	1021.74	448.29	2224.68	1545.99	1272.41
1349.0718	1110.6125	5114.2665	23065.812	1798.3169	2876.9518	708.519	749.0784	243.1836	6177.6588	113.421	164.9191	716.457	110.4026	4522.6545	4016.8336	267.463	6431.2625	30369.863	4874.826	1123.914	470.7045	2447.148	1700.589	1399.651
1227.5338	994.7225	5114.2665	25024.23	1882.3504	2823.177	722.0146	708.9492	229.6734	5886.2598	120.9824	174.1669	749.322	108.339	4522.6545	3939.5868	298.4324	7446.725	25510.685	4475.9766	1103.4792	479.6703	2335.914	1607.8296	1399.651
1361.2256	1062.325	5114.2665	22413.006	1848.737	2957.614	708.519	735.702	240.9319	6235.9386	114.5012	114.0562	690.165	109.3708	4608.8003	3978.2102	309.694	7175.935	26482.52	5096.409	1144.3488	506.5677	2647.3692	1824.2682	1310.5823
1300.4566	1052.6675	5357.803	22413.006	1697.4767	3092.051	728.7624	715.6374	247.687	7051.8558	118.822	188.0386	723.03	113.498	4522.6545	2858.1316	309.694	7582.12	25996.602	4830.5094	1103.4792	515.5335	2447.148	1700.589	1425.0992
1397.687	1033.3525	5114.2665	24371.424	1680.67	2876.9518	708.519	695.5728	236.4285	6177.6588	114.5012	163.3778	677.019	109.3708	4307.29	4209.9506	287.1708	6769.75	26725.479	5007.7758	1021.74	515.5335	2224.68	1716.0489	1463.2715
1324.7642	1033.3525	5260.3884	22848.21	1831.9303	3199.6006	715.2668	715.6374	238.6802	6119.379	124.223	169.543	788.76	118.657	4479.5816	4171.3272	315.3248	7040.54	25996.602	4608.9264	1042.1748	484.1532	2424.9012	1607.8296	1285.1341
1324.7642	1014.0375	5016.8519	22848.21	1764.7035	3011.3888	674.78	749.0784	240.9319	6702.177	117.7418	166.4604	736.176	112.4662	4694.9461	3978.2102	318.1402	7311.33	25510.685	4431.66	1103.4792	520.0164	2358.1608	1545.99	1374.2028
1336.918	1081.64	5309.0957	23936.22	1781.5102	3011.3888	775.997	755.7666	231.9251	6294.2184	114.5012	168.0017	723.03	111.4344	4824.1648	4248.574	306.8786	7379.0275	27211.3968	4874.826	1103.4792	470.7045	2424.9012	1592.3697	1386.9269
1324.7642	1081.64	5357.803	23718.618	1882.3504	2957.614	762.5014	735.702	258.9455	6527.3376	119.9022	172.6256	729.603	112.4662	4781.0919	4364.4442	309.694	7108.2375	25267.7256	4874.826	1134.1314	493.119	2580.6288	1700.589	1348.7546
1324.7642	1062.325	5309.0957	24153.822	1764.7035	2930.7266	728.7624	729.0138	236.4285	6469.0578	119.9022	171.0843	742.749	115.5616	4996.4564	4441.691	306.8786	7514.4225	26482.52	4919.1426	1113.6966	502.0848	2469.3948	1777.8885	1386.9269
1276.149	1081.64	5309.0957	24371.424	1747.8968	3011.3888	722.0146	708.9492	256.6938	6352.4982	120.9824	174.1669	729.603	115.5616	4867.2377	4364.4442	318.1402	7785.2125	28912.109	5052.0924	1215.8706	502.0848	2469.3948	1700.589	1374.2028
1458.456	1110.6125	5455.2176	25024.23	1932.7705	3011.3888	802.9882	789.2076	263.4489	6877.0164	128.5438	184.956	690.165	115.5616	4867.2377	4403.0676	335.0326	7379.0275	26725.479	4963.4592	1154.5662	470.7045	2424.9012	1777.8885	1399.651
# Resultats sur le fichier Excel casFav.xlsx
